id,type,code,name,latitude,longitude
26090,subway,S1516TRSU382,05호선 왕십리(성동구청)역,37.5612095,127.036627
26091,subway,S1516TRSU383,02호선 왕십리(성동구청)역,37.5612095,127.036627
26092,subway,S1516TRSU384,02호선 한양대역,37.555567,127.043562
26093,subway,S1516TRSU385,05호선 행당역,37.5572652,127.029212
26094,subway,S1318TRSU386,03호선 독립문역,37.5741984,126.956147
26095,subway,S1320TRSU387,03호선 무악재역,37.5824041,126.95055
26096,subway,S1320TRSU388,03호선 홍제역,37.5857724,126.947343
26097,subway,S0413TRSU389,05호선 까치산역,37.5323893,126.846316
26098,subway,S0413TRSU390,02호선 까치산역,37.5323893,126.846316
26099,subway,S0413TRSU391,05호선 우장산역,37.5492064,126.836391
26100,subway,S0413TRSU392,05호선 화곡역,37.5415446,126.840458
26101,subway,S2507TRSU393,07호선 건대입구역,37.5407337,127.069262
26102,subway,S2507TRSU394,02호선 건대입구역,37.5407337,127.069262
26103,subway,S2507TRSU395,07호선 어린이대공원역,37.547119,127.073941
26104,subway,S2013TRSU396,경의선 효창공원앞역,37.5386202,126.961736
26105,subway,S2035TRSU397,06호선 효창공원앞역,37.5396021,126.960966
26106,subway,S1010TRSU398,01호선 회기역,37.5896995,127.057882
26107,subway,S1010TRSU399,경춘선 회기역,37.5896995,127.057882
26108,subway,S1010TRSU400,경의선 회기역,37.5896995,127.057882
26109,subway,S1109TRSU401,09호선 흑석역,37.5083835,126.964082
26110,subway,S1010TRSU401,GTX-A 연신내,37.6185886,126.9205134
26111,subway,S1010TRSU402,GTX-A 서울역,37.55319,126.9726
26112,subway,S1109TRSU402,GTX-A 수서역,37.487306,127.101639
