정류장명,위도,경도
서울교통공사.서울새활용플라자,37.5620495,127.0569134
뚝섬서울숲,37.54461804,127.0366012
뚝섬서울숲,37.545672,127.036397
사근동하이츠아파트앞,37.561201,127.048603
사근동하이츠아파트앞,37.56130618,127.0486882
사근동주민센터,37.560815,127.04565
사근동주민센터,37.560933,127.045712
사근고개,37.561162,127.0446
사근고개,37.56125556,127.0445102
한양지구대,37.560218,127.042025
한양지구대,37.56024458,127.0419242
사근동벽산아파트,37.5601892,127.0499269
뚝섬역8번출구,37.547696,127.045506
뚝섬역2번출구,37.547575,127.046846
뚝섬역5번출구,37.546482,127.049272
뚝섬역4번출구,37.5468,127.04927
성수역1번출구,37.54542,127.05383
SK테크노빌딩앞,37.545888,127.050228
SK테크노빌딩앞,37.54576985,127.0500259
경동초등학교입구,37.54377,127.04948
경동초등학교입구,37.5433913,127.0492129
경일초등학교앞,37.540772,127.048207
경일초등학교앞,37.540917,127.048175
한양여대앞,37.55951,127.0503
도선고등학교.꽃재교회,37.567093,127.027782
성수역4번출구,37.544788,127.054582
리버하우스,37.55090026,127.0510061
리버하우스,37.5512302,127.0506905
성수사거리,37.542562,127.062352
성수사거리,37.542795,127.062362
성동제일새마을금고,37.56081,127.0471
성동제일새마을금고,37.56088413,127.0473013
청계9가.텐즈힐2단지 정문앞,37.57075,127.025565
뚝섬서울숲,37.543457,127.037565
서울숲1번출입구,37.542222,127.042695
서울숲1번출입구,37.54197811,127.0429744
용답휴식공원,37.569314,127.048053
용답휴식공원,37.56955418,127.0479373
성수2가3동주민센터,37.55023742,127.054782
극동그린아파트앞,37.542003,127.011393
마장역,37.566346,127.043037
행당신동아.행당푸르지오아파트,37.55614084,127.0340193
숭신초등학교,37.56717,127.028196
극동아파트,37.558095,127.023935
풍림아파트,37.559145,127.023905
벽산아파트,37.55560229,127.0256886
대림아파트,37.55657383,127.024926
행당역,37.5570009,127.0290983
행당역,37.55707937,127.0287644
무학여고,37.55839115,127.0330163
극동그린아파트,37.54206463,127.011905
성수동차고지,37.535793,127.055682
제민약국,37.536593,127.058517
왕십리자이.신당현대아파트,37.560847,127.02363
왕십리자이.신당현대아파트,37.561152,127.024101
제민약국,37.536507,127.058488
우리은행화양동지점,37.548118,127.066129
황학교.텐즈힐몰,37.57005175,127.0236037
마장동주민센터,37.567063,127.04464
왕십리광장.왕십리역7번출구,37.561133,127.036895
왕십리광장.왕십리역4번출구,37.56136444,127.0371334
한양대동문앞,37.55564329,127.049676
왕십리도선동주민센터,37.567817,127.024413
한양여대앞,37.559227,127.050625
행당중학교,37.553781,127.043024
살곶이체육공원앞,37.55631791,127.0509355
송정동현대아이파크아파트,37.55218712,127.0686201
극동아파트5동,37.54315954,127.011079
대우아파트관리실,37.546215,127.019985
신금호역,37.55459318,127.0204908
옥수역,37.54148275,127.0168166
송정동자치회관,37.550884,127.068764
대우아파트후문,37.54693907,127.0216589
금호1가동주민센터,37.55512902,127.0221955
왕십리민자역사,37.56184269,127.0378535
무쇠막,37.54527775,127.0246948
송정어린이집,37.54900258,127.0677474
대경생활과학고등학교,37.55597143,127.017537
금북초등학교.e편한세상금호105동,37.55553782,127.0237361
무학여고,37.55749161,127.0339124
힐스테이트서울숲리버,37.54674459,127.0253856
성수SKV1센터1동,37.545818,127.065585
극동아파트상가,37.54291975,127.0121009
금호4가동주민센터.대도빌딩,37.54805265,127.0225635
화단삼거리,37.54831986,127.0198712
금호어린이집,37.556734,127.01862
논골.금호벽산아파트.성동공유센터,37.5555492,127.025349
행당서울숲푸르지오상가앞,37.555614,127.033891
법학학술정보관,37.55704,127.048574
성수이비즈센터,37.546576,127.063058
한남하이츠아파트,37.54005431,127.0115923
금호사거리,37.548008,127.025272
금호산입구,37.556722,127.019575
한진아파트후문,37.5560183,127.0269971
신동아아파트후문,37.55489468,127.0326937
올림픽체육관맞은편,37.556934,127.049294
경수중학교입구,37.543514,127.060089
제일감리교회,37.54786612,127.0269037
신금호역,37.554381,127.019638
제3법학관,37.556233,127.048637
행당서울숲푸르지오109동앞,37.554456,127.031711
벽산아파트정문,37.552658,127.02528
성수역2번출구,37.544268,127.057638
옥수종합사회복지관,37.54088049,127.0128519
응봉동현대아파트,37.54980253,127.0307682
행당2동주민센터,37.5577376,127.0306538
응봉경로당앞,37.55262793,127.0316422
금호119안전센터,37.554187,127.024731
경동초등학교입구,37.545895,127.051155
옥수삼성아파트,37.54063526,127.0139485
현대공업사앞,37.54995073,127.0325678
두산상가후문.106동,37.5491854,127.0167387
중앙병원,37.55196128,127.0193176
무학중학교.무학여고,37.55821,127.0331283
만물상회앞,37.552829,127.031224
논골사거리,37.55531503,127.0248124
응봉초등학교.대림아파트,37.55106784,127.0334307
한신아파트,37.55075381,127.0192957
올림픽체육관앞,37.557015,127.049632
상봉노인정앞,37.55287394,127.0302832
논골신협.대림아파트후문,37.55770298,127.0245744
옥수삼성아파트,37.54075326,127.0143208
응봉역.광희중,37.55204254,127.0344339
우리은행.백범학원터,37.548008,127.021174
금호공원,37.54967696,127.019575
대현산체육관입구,37.55308,127.029853
한양대학교경영대학,37.557084,127.04853
지하철2호선성수역,37.54477028,127.0546618
옥수종합사회복지관,37.54088675,127.0132276
대우아파트입구,37.54598344,127.0191632
원형화단,37.54859296,127.0194898
성동구청,37.564136,127.036403
금봉어린이집.또또와마트,37.55290619,127.0288091
한양대병원후문,37.560011,127.041957
경수중학교입구,37.543363,127.059621
옥정중학교,37.54133299,127.0113322
응봉사거리,37.55486744,127.0345427
천은교회.성동청소년상담복지센터,37.554691,127.026797
극동아파트상가,37.54291161,127.0123679
무학여고,37.55771859,127.0342554
한전입구,37.5662652,127.0351185
논골입구.성동공유센터,37.55554,127.02557
극동아파트7동,37.54361893,127.012754
성동보건소,37.56649464,127.0331863
행당역.대림아파트정문,37.55704966,127.0286716
청계벽산아파트,37.56826244,127.0303705
논골.e편한세상금호114동,37.55519162,127.0246041
코스모타워,37.562788,127.033286
화단앞,37.54862447,127.019654
성동사회복지관.청계천박물관,37.57030347,127.0334778
금호119안전센터,37.554264,127.024578
왕약국,37.54834119,127.0655473
상왕십리역,37.5647437,127.0302514
금호공원,37.5496508,127.0197742
성동구도시관리공단.서울시시설관리공단,37.57182891,127.0368612
e편한세상금호117동,37.552657,127.024679
왕십리자이.신당현대아파트,37.56084707,127.0236902
중앙슈퍼,37.54951566,127.0665318
한신아파트,37.5507583,127.0194078
금호고등학교,37.553096,127.023552
극동.풍림아파트,37.55904489,127.023641
GS25,37.55030467,127.0671618
중앙병원앞,37.55212796,127.0194715
도선동사거리,37.56676758,127.0365327
논골신협.대림아파트후문,37.55751195,127.0245189
송정동자치회관입구,37.5511351,127.0678257
성동구청,37.563354,127.036042
논골사거리,37.55612602,127.0247742
신금호역,37.55433559,127.0197856
성동중앙교회.벽산아파트정문,37.553011,127.024877
무학중학교.무학여고,37.55842262,127.0332891
천은교회.성동청소년상담복지센터,37.55459194,127.0266661
금호어린이집,37.556743,127.018232
행당2동주민센터,37.55782957,127.0304206
금봉어린이집.또또와마트,37.55264238,127.0287944
대경생활과학고등학교,37.55606875,127.0175178
대현산체육관입구,37.55296294,127.0297135
GS주유소,37.54681133,127.0251254
대림아파트후문,37.5561715,127.0269327
상봉노인정앞,37.552674,127.03022
서울숲푸르지오아파트정문,37.54525619,127.0243938
대림상가,37.55388,127.034468
충북상회,37.5527923,127.0310094
서울숲푸르지오아파트후문,37.543544,127.022805
무학여고,37.558122,127.033877
무학여고,37.5581,127.034245
응봉사거리,37.5553019,127.0340902
응봉사거리,37.55508011,127.0344919
응봉역.광희중,37.55220114,127.0344034
응봉경로당앞,37.55238843,127.031694
금호초등학교,37.55268843,127.0194943
응봉초등학교.대림아파트,37.5508021,127.033168
행당서울숲푸르지오109동앞,37.55438612,127.0318012
현대공업사앞,37.550105,127.032439
신동아아파트후문,37.55468771,127.0328358
신동아아파트,37.54976756,127.0300982
행당서울숲푸르지오상가앞,37.55557299,127.0340187
삼성래미안아파트,37.54837509,127.0275591
금호사거리,37.5481765,127.0250613
금남시장앞.백범학원터,37.54827449,127.021648
왕십리광장.왕십리역7번출구,37.56104655,127.0365163
두산상가후문.106동,37.54925208,127.0167172
극동아파트7동,37.54372076,127.0126657
두산아파트113동,37.5505885,127.0160758
두산아파트109동,37.54981796,127.0167637
극동아파트4동,37.54353164,127.0115883
극동아파트4동,37.5435055,127.0116845
두산아파트109동,37.5498567,127.0168498
두산아파트115동,37.55095794,127.0161121
금호역,37.54845459,127.0168517
금호역.두산상가경비실,37.54851409,127.0166706
금호역,37.54842402,127.0164273
금호역.3호선,37.54829423,127.0166253
화단삼거리,37.54821898,127.0196278
두산아파트113동,37.55068039,127.0161833
벽산아파트501동앞,37.55483821,127.0254789
벽산아파트505동앞,37.55440101,127.0262518
벽산아파트111동앞,37.553193,127.026992
벽산아파트206동앞,37.55215254,127.0272674
벽산아파트202동앞,37.551491,127.027356
벽산하이피아상가앞,37.55219616,127.0256433
우리은행.백범학원터,37.548263,127.021122
행당푸르지오아파트,37.55623906,127.0340035
왕십리역,37.56105361,127.0369827
옥정중학교,37.54124739,127.0113005
옥정중학교,37.54097445,127.0109935
옥수삼성아파트,37.54360878,127.0148091
옥수삼성아파트,37.54379082,127.0146145
금옥초등학교.금호대우아파트,37.54647457,127.0189291
금옥초등학교.금호대우아파트,37.54658996,127.0186519
금호사거리,37.54797844,127.0241853
금호사거리,37.54817651,127.0250025
금호삼성래미안,37.54787691,127.0269818
금호삼성래미안,37.54836158,127.0275354
응봉현대아파트,37.5497629,127.0307014
응봉현대아파트,37.55013049,127.0309019
응봉주민센터,37.55344401,127.0335212
응봉주민센터,37.55399906,127.0336018
래미안옥수리버젠아파트상가,37.54437279,127.015727
옥수동주민센터.옥수동성당,37.54360617,127.0140192
국민은행,37.54269716,127.0122219
국민은행,37.5427782,127.0127561
옥수동주민센터.옥수동성당,37.54323766,127.0136717
삼성아파트정문,37.54382678,127.0152935
성동노인종합복지관,37.56520977,127.0414403
중앙하이츠아파트,37.56525269,127.0389001
민자역사후문,37.563549,127.038365
금호1가동주민센터,37.55472829,127.0208123
금호정형외과,37.55408677,127.0204579
금호고등학교앞,37.55297995,127.0233929
벽산하이피아상가,37.5519501,127.0259454
벽산노인정,37.55105871,127.0268505
벽산아파트107동,37.55168754,127.0274313
벽산아파트109동,37.55261388,127.0273705
벽산아파트505동,37.55432168,127.0263706
벽산아파트501동,37.55495534,127.0255027
광희중학교.응봉역,37.55191103,127.0350585
한신아파트후문,37.5537403,127.037073
한신아파트정문,37.55483475,127.0353825
민자역사후문,37.56358,127.038505
중앙하이츠아파트,37.565054,127.03845
삼성래미안아파트,37.56549402,127.0402756
금북초등학교입구,37.55565589,127.0236162
대현산배수지공원앞,37.55517771,127.0220575
선영약국,37.566775,127.030619
텐즈힐아파트101동.115동,37.56698,127.029276
숭신초등학교.도선고등학교앞,37.56732969,127.0271676
왕십리도선동주민센터,37.56770843,127.0259157
텐즈힐아파트120동.213동앞,37.569125,127.026001
왕십리중앙교회,37.57015475,127.026563
마장동현대아파트,37.570169,127.043027
청계장원아파트,37.569336,127.044743
마장2교사거리,37.567977,127.045459
마장2교사거리,37.56818275,127.0456033
청계장원아파트,37.56934274,127.0448455
옥수교회,37.54524,127.016005
텐즈힐아파트107동앞,37.56956858,127.0285145
응봉동현대아파트,37.54986196,127.030938
논골.대림아파트107동.금호동벽산아파트,37.5558964,127.0249544
옥수역5.6번출구,37.541854,127.017002
서울숲푸르지오아파트,37.545015,127.023747
언더스탠드에비뉴,37.543572,127.042776
성동구민체육센터,37.545138,127.044474
경일중고등학교,37.542316,127.049131
이마트.서울숲힐스테이트아파트,37.540475,127.052766
서울숲코오롱디지털타워2차,37.541411,127.05399
서울경찰청제6기동단,37.540076,127.054739
한라시그마밸리앞,37.539647,127.05532
성수역3번출구,37.543944,127.057104
서울숲코오롱디지털타워2차,37.541461,127.053848
이마트.서울숲힐스테이트아파트,37.540528,127.05257
현대그린아파트,37.540523,127.049622
성수역3번출구,37.54355983,127.0566907
경일중고등학교,37.542503,127.04921
한라시그마밸리,37.53990607,127.0551786
서울경찰청제6기동단,37.540228,127.054772
서울숲역,37.543869,127.045146
성동구민종합체육센터,37.54527,127.044515
서울숲2번출입구,37.543527,127.04255
서울숲9번출입구,37.543638,127.037555
옥수역4번출구,37.54181185,127.0176125
성수대교북단교차로,37.544291,127.035516
마장역,37.56611408,127.0426522
마장역,37.56564741,127.0423948
옥정초등학교,37.54088924,127.0154196
e편한세상금호109동,37.553483,127.021876
왕십리자이아파트107동,37.55971284,127.0259693
왕십리KCC스위첸아파트,37.560369,127.026824
금호베스트빌아파트노인정앞,37.56187332,127.0250695
풍림아이원아파트후문,37.56019425,127.02685
응봉역.광희중학교,37.551878,127.035298
대림강변타운아파트A상가,37.55479,127.035718
리버그린동아아파트정문,37.55349324,127.0375237
서울숲리버뷰자이아파트제2주차장,37.556168,127.039405
서울숲리버뷰자이아파트제2주차장,37.555721,127.039281
서울숲리버뷰자이아파트제1주차장,37.55419708,127.038889
왕십리로교차로,37.55771977,127.0389354
왕십리로교차로,37.55776761,127.0391339
리버그린동아아파트,37.55334439,127.0382721
서울숲리버뷰자이아파트제1주차장,37.554509,127.03924
왕십리역6-1번출구,37.560793,127.037912
행당동서울숲더샵,37.557808,127.039717
행당동서울숲더샵,37.558001,127.039904
서울숲공원,37.5420906,127.0425737
성수역수제화거리,37.545157,127.054619
한양대역,37.55686515,127.0432471
한양대학교병원본관1층,37.55945987,127.0438016
한양대학교병원본관1층,37.55945161,127.0435712
한양대학교병원응급실,37.559812,127.0446
한양대학교류마티스병원동관,37.559973,127.044651
한양대학교백남학술정보관,37.55773422,127.045845
한양종합기술연구원.생활과학대학,37.5576911,127.0460706
한양대학교생활과학대학,37.55680349,127.0465029
한양대학교제2의학관,37.559328,127.042132
한양대학교정문,37.55777611,127.0421228
군자교입구,37.55874099,127.0756461
군자교입구,37.55879373,127.0749003
군자역.용마초등학교,37.55609891,127.0824731
군자역.용마초등학교,37.556267,127.081557
중곡동입구삼거리,37.55449655,127.0865505
어린이대공원후문아차산역,37.55120847,127.0901492
어린이대공원후문아차산역,37.55273374,127.0891817
중곡동입구삼거리,37.554926,127.085229
새밭교회,37.548983,127.093185
새밭교회,37.54909358,127.0926378
광나루역,37.545741,127.102649
광나루역,37.545156,127.103764
군자교,37.56153286,127.075203
군자교,37.56238618,127.0752287
메리놀외방선교회,37.55895,127.077338
메리놀외방선교회,37.55908662,127.0776319
중곡1동주민센터입구,37.560522,127.078383
중곡1동주민센터입구,37.560877,127.078402
중곡1동사거리,37.56245368,127.0794725
중곡1동사거리,37.562482,127.079283
중마초등학교.중곡제일골목시장앞,37.56498,127.080843
용마사거리,37.56229075,127.0818721
중곡2동주민센터앞,37.55988373,127.0808553
중곡2동주민센터앞,37.55984027,127.0811552
중곡동성당앞,37.563169,127.082935
종합의료복합단지,37.56388824,127.0833601
중곡동종점,37.56207257,127.0870619
중곡보건지소,37.55992,127.086988
신성시장앞,37.55831636,127.0876755
중곡우체국앞,37.561577,127.083883
면곡시장,37.56974605,127.0797293
면곡시장,37.570028,127.079442
중곡아파트,37.56640123,127.0778997
중곡아파트,37.56579555,127.077177
중마초등학교.중곡제일골목시장앞,37.565232,127.080851
중곡역입구,37.56634043,127.081615
중곡역입구,37.56666,127.081645
중곡3동주민센터앞,37.568537,127.082792
중곡3동주민센터앞,37.56849153,127.0826419
면곡시장앞,37.570795,127.083282
면곡시장앞,37.57108,127.083445
용암사입구,37.56791599,127.0860566
용곡삼거리,37.56793345,127.0855902
중곡역.국립정신건강센터,37.56604642,127.0845455
대원고교앞,37.56396603,127.0867086
용암사입구,37.567868,127.0863735
대원고교앞,37.56419922,127.0869681
중곡동종점,37.56269505,127.0873094
신성시장,37.55831895,127.0879298
중곡동입구,37.55419672,127.088669
어린이대공원앞,37.55204586,127.0770315
능동사거리.군자역,37.55517668,127.0786347
구의사거리.광진소방서앞,37.54524958,127.0839777
어린이회관,37.546155,127.077067
구의사거리.광진소방서앞,37.544998,127.084305
광진경찰서,37.54153366,127.0836883
광진경찰서,37.54308737,127.0846474
광진경찰서,37.54221,127.08424
광진구청,37.538964,127.083407
구의역2번출구,37.53770269,127.0879773
래미안구의파크스위트,37.544713,127.089012
구의2동주민센터입구,37.54925157,127.0897847
구의2동주민센터입구,37.54864168,127.0895859
구의사거리,37.54565109,127.085747
구의사거리,37.54581736,127.0863481
래미안구의파크스위트,37.54496382,127.0890507
현대아파트앞,37.5395525,127.0940087
현대아파트앞,37.539643,127.09417
광진우체국,37.537998,127.090409
강변역A,37.53602601,127.0934996
테크노마트앞.강변역,37.536867,127.093756
현대2단지,37.53785446,127.0965438
올림픽대교북단사거리,37.5433927,127.09321
올림픽대교북단사거리,37.54338872,127.0936876
광장동현대아파트앞,37.54191,127.097768
광장동현대아파트앞,37.542071,127.098974
광나루역.극동아파트,37.543536,127.102963
광나루역.극동아파트,37.544242,127.10332
워커힐아파트.광장동,37.54789576,127.106715
워커힐아파트앞,37.55049601,127.1090264
워커힐입구,37.55061343,127.1087232
광진구청,37.538762,127.083188
자양사거리,37.536933,127.082432
자양사거리,37.5367503,127.0821045
자양초등학교앞,37.537947,127.078467
자양초등학교앞,37.537422,127.079265
건국대학교앞,37.538743,127.075048
자양미소약국.자양골목시장,37.53275,127.077319
국민은행자양지점앞,37.53157273,127.0814131
자양하늘채베르아파트앞,37.53219224,127.084608
자양동잠실대교북단,37.53295532,127.0848057
신자초등학교앞,37.530442,127.074911
자양미소약국.자양골목시장,37.53270034,127.0768713
국민은행자양지점앞,37.53153084,127.0807387
동서울우편집중국앞,37.535052,127.084333
자양하늘채베르아파트앞,37.53197322,127.0846733
자양동잠실대교북단,37.53212015,127.0858514
구의역3번출구,37.53751863,127.0882894
국민은행신자양지점,37.53557191,127.0668747
신양초등학교앞,37.53491182,127.0692877
신양초등학교앞,37.53523371,127.0689474
뚝도변전소앞,37.536091,127.068908
광진문화예술회관,37.53856525,127.0701692
건국대학교앞,37.53844611,127.0748754
신자초등학교앞,37.530768,127.074922
자양우성아파트앞,37.533798,127.073412
자양우성아파트앞,37.53394696,127.0734067
자양고교앞,37.53457909,127.0711714
자양고교앞,37.53431586,127.0713601
대동아파트앞,37.536419,127.068967
국민은행신자양지점,37.53573,127.067195
노룬산시장,37.53950299,127.0626913
건대입구역6번출구,37.54082688,127.0672789
건대로데오거리입구,37.53891929,127.0699258
노룬산시장앞,37.53680587,127.0629447
영동대교북단,37.536723,127.061193
노룬산시장앞,37.53660675,127.0628993
신양초등학교앞,37.533802,127.067918
자양4동주민센터앞,37.533632,127.067497
성수사거리,37.54315851,127.0647766
화양사거리,37.54723184,127.0670886
광진광장,37.54771517,127.0715209
어린이대공원역.화양천주교회,37.54662164,127.0736285
한아름공원,37.543765,127.072222
건대입구역사거리.건대병원,37.540929,127.07095
건대입구역1번출구,37.54089575,127.0681673
어린이대공원역3번출구,37.546807,127.075148
건대입구역사거리.건대병원,37.540822,127.071248
어린이회관,37.545273,127.079592
어린이대공원역.화양천주교회,37.54590439,127.0735882
송정동서울숲아이파크,37.55170446,127.0695975
송정동건영아파트,37.554752,127.071302
군자교남단,37.55741097,127.0727879
KEB.하나은행.군자동.지점,37.55770855,127.0767091
KEB.하나은행.군자동.지점,37.55715628,127.0765591
능동우편취급국,37.55616091,127.0760329
군자삼거리,37.55497555,127.0752869
군자삼거리,37.55464662,127.0753228
세종초등학교.세종사이버대학교앞,37.553525,127.073395
세종초교앞,37.553868,127.074363
군자새마을금고.성동광진위센터,37.55185121,127.0713225
군자새마을금고앞,37.55135665,127.0710878
장안초등학교,37.54869231,127.0707548
장안초등학교,37.54858,127.070483
화양사거리,37.5483289,127.0686842
광진광장,37.548002,127.07154
어린이대공원앞.세종대학교,37.549752,127.07544
능동교회앞,37.55287399,127.0769927
능동사거리.군자역,37.556322,127.07882
아차산역삼거리,37.55451229,127.086857
용마초등학교,37.55652793,127.0816967
어린이대공원후문,37.55086668,127.0905076
서울화양동우체국,37.548113,127.068776
중곡동입구,37.55479896,127.0882622
제일은행사거리,37.53355053,127.0747506
동곡삼거리,37.563673,127.077955
건대병원입구,37.54210848,127.0714728
광진청소년수련관,37.54595149,127.1053745
강변역B,37.53597462,127.0935346
테크노마트앞.강변역,37.536907,127.093802
중곡동성당,37.562765,127.082402
종합의료복합단지,37.564373,127.083307
중곡역.국립정신건강센터,37.5662295,127.084325
용곡삼거리,37.5685783,127.0855998
구의3동주민센터,37.539065,127.092544
구의3동주민센터,37.539049,127.092102
광진구민체육센터,37.54686717,127.1077985
광나루우편취급국,37.547401,127.106316
건대입구(가상),37.54019114,127.0709898
중곡4동경로당입구앞,37.55913062,127.0939631
중곡아파트.종점,37.56637898,127.0779156
긴고랑종점,37.56219447,127.0960429
정보도서관,37.55024867,127.1104622
강원설비앞,37.55900294,127.0901359
강원설비앞,37.55884901,127.0899354
중앙상회앞,37.560159,127.0947975
한강호텔입구,37.54845463,127.1094523
중곡4동경로당입구앞,37.55919254,127.0942812
중곡아파트.기점,37.566876,127.078165
구.새마을금고앞,37.56144173,127.0871709
CU중곡긴고랑점앞,37.558916,127.0930312
광나루현대아파트,37.54672174,127.107587
긴고랑주차장,37.56096064,127.0956309
신성시장입구,37.55852697,127.0880097
중곡4동어린이집입구,37.55868455,127.0917044
신동아아파트,37.54635,127.10533
마을금고.브레드제과점,37.55763396,127.0892469
긴고랑입구,37.558877,127.0886688
우리들약국,37.55690148,127.0902851
광남고.삼성아파트,37.54194779,127.1014183
해오름공원입구,37.55630792,127.0911231
현대3차아파트,37.54046519,127.0996487
기업은행.용마사거리,37.56244604,127.0814331
기원정사입구,37.55488262,127.0931372
송림식당앞,37.53682211,127.07663
중곡우체국앞,37.56116374,127.0840578
영화사입구,37.55422855,127.0941176
군자역,37.55787481,127.0800823
강변역.테크노마트앞,37.53639347,127.094859
자양중학교앞,37.53469053,127.0759964
성안약국,37.55321006,127.0932969
지영슈퍼,37.55181874,127.0921939
구의역,37.53823879,127.0892373
국민은행자양지점,37.53198601,127.0792388
아차산역사거리,37.550722,127.091307
중곡보건지소,37.55953058,127.0870747
미니스톱구의중앙점앞,37.54155063,127.0900165
영동대교입구.성수사거리,37.54239913,127.0643414
선화예고앞,37.54948475,127.0900588
긴고랑입구,37.55873643,127.0886687
구의홈마트앞,37.54029022,127.089723
화양동현대아파트,37.54398276,127.0652402
성자초등학교앞,37.53130001,127.0822557
한국켄트외국인학교,37.54772999,127.0880988
중곡4동어린이집입구,37.55851698,127.0916679
래미안구의파크스위트사거리,37.54404893,127.0906
성수대우프레시아1차아파트,37.54529434,127.0659848
CU중곡긴고랑점앞,37.55875923,127.0930028
화양사거리SKV1센터,37.546257,127.06641
행운슈퍼앞,37.53295012,127.0870099
중앙상회앞,37.56016,127.094972
한창주택,37.53361444,127.0891357
광장중학교앞,37.54679033,127.1024015
구의아크로리버앞,37.53529269,127.0921363
구의역4번출구,37.53665431,127.0848371
장신대앞,37.54753936,127.1052274
강변역A,37.535988,127.093833
워커힐아파트입구,37.54792033,127.1066257
동서울호텔앞,37.53453492,127.0920686
워커힐아파트,37.55000352,127.1075883
한창주택,37.53371538,127.0891188
행운슈퍼앞,37.53306994,127.0870462
워커힐아파트입구,37.54809046,127.1064755
구의역1번출구,37.536929,127.084791
장신대앞,37.54763045,127.1051324
성자초등학교앞,37.53151966,127.0825683
광장중학교앞,37.54694794,127.1024889
광진경찰서앞,37.54234688,127.0843546
한전삼거리,37.54544335,127.0979657
자양동,37.535609,127.067637
자양동,37.535636,127.066848
국민은행자양지점,37.532277,127.079026
청구아파트앞,37.5423896,127.0967938
광장자이아파트,37.542253,127.094923
서울서광교회앞,37.54758473,127.088351
자양중학교앞,37.53463538,127.0762758
래미안구의파크스위트사거리,37.54413013,127.0904643
자양1파출소앞,37.53676516,127.0769071
면곡시장,37.57146241,127.081375
동곡삼거리,37.563803,127.078265
광진구의회,37.53919695,127.0701166
광진구의회,37.538333,127.070083
건대입구역,37.54338045,127.072093
건대입구역,37.54228033,127.0719007
세종대학교,37.54986166,127.0755659
세종대학교,37.54985505,127.076031
군자역,37.5563636,127.0788605
군자역,37.555206,127.078641
지영슈퍼,37.55177449,127.0923105
미니스톱구의중앙점앞,37.54156336,127.0898705
성안약국,37.5531415,127.0933919
구의홈마트앞,37.54031918,127.0895646
종로약국앞,37.55758796,127.0881059
영화사입구,37.55408344,127.0941503
구의역,37.53827585,127.0890926
기원정사입구,37.55527915,127.0930431
테크노마트.광진문화원,37.53702053,127.0961012
해오름공원입구,37.55633026,127.0913642
프라임아파트앞,37.53783797,127.0970324
용마사거리,37.56275704,127.0812432
우리들약국,37.55704379,127.090369
현대3.5차아파트,37.54077907,127.1003519
마을금고앞,37.55773117,127.089393
광남고.삼성아파트,37.54234308,127.1017493
자양종합복지관앞,37.532469,127.075441
신성시장입구,37.5586702,127.088063
대순진리회앞.구.새마을금고,37.56095484,127.0875677
대원외고앞,37.56324484,127.0871413
광나루현대아파트,37.54669365,127.1077533
중곡4동파출소,37.56541945,127.0867703
한강호텔입구,37.54827454,127.1093151
워커힐팰리스,37.55001332,127.1096719
워커힐호텔비스타워커힐,37.5542416,127.1102655
아차산역사거리,37.55067193,127.0914351
중곡119안전센터,37.56675676,127.0862442
구의3동주민센터,37.538005,127.091613
뚝섬유원지,37.53108178,127.0667913
건국대입구,37.54111501,127.0675636
광장자이아파트,37.54216725,127.0949109
한전삼거리,37.54524056,127.0980186
청구아파트앞,37.54326056,127.0961816
용마사거리,37.561856,127.08221
강변역.테크노마트앞,37.536342,127.094792
답십리역사거리,37.56518709,127.0550605
청년회의소,37.56196532,127.0612838
장한평역,37.56115106,127.067287
신답초등학교.청계한신휴플러스,37.571753,127.044292
신답초등학교.청계한신휴플러스,37.57175591,127.0447281
동대문구청,37.5741,127.038322
서울시동부병원,37.57392925,127.0309536
신설동역.서울풍물시장,37.57442791,127.0257177
중랑교,37.59175755,127.0676665
중랑교,37.591426,127.066835
삼육서울병원,37.589692,127.060685
삼육서울병원,37.59,127.061955
시조사삼거리,37.588707,127.056888
떡전교사거리.동대문노인복지관,37.58644477,127.0520133
청량리역환승센타,37.58040251,127.0454307
청량리역환승센타,37.58025088,127.0460771
동대문구청,37.57345887,127.0399889
청량리역환승센터,37.580223,127.045748
청량리역환승센터,37.580304,127.045721
청량리역환승센터,37.580672,127.045381
청량리미주아파트.동대문세무서,37.58278,127.048395
청량리.청과물도매시장,37.578798,127.040598
제기동역.서울약령시,37.578144,127.037779
제기동역.서울약령시,37.57823385,127.0365057
용두동사거리,37.57753206,127.0299882
용두동사거리.한국의류시험연구원,37.57717239,127.028236
신설동역,37.57615004,127.0250446
신설동역,37.5758268,127.0238433
신설동역,37.57645359,127.0255837
신설동역,37.57624536,127.025947
용두동한국의류시험연구원,37.57751877,127.0291142
용두로타리한국의류시험연구원,37.57725646,127.029482
제기역약령시장,37.57829702,127.0366096
제기역약령시장,37.578056,127.036835
신설동역1번출구,37.57663033,127.0233167
청량리미주상가앞,37.58189023,127.047678
서울성심병원,37.58439239,127.0502443
서울성심병원,37.58460747,127.0508977
시조사,37.58684878,127.0522796
휘경동입구,37.587663,127.055203
삼육서울병원,37.589765,127.06061
중랑교,37.59114436,127.0664307
회기시장,37.59120263,127.0566389
회기시장,37.590807,127.056588
경희중고,37.592923,127.057747
경희중고,37.59334729,127.0583347
외대앞,37.59562821,127.0596059
외대앞,37.59548126,127.0597678
이문동우체국,37.59938825,127.061746
이문동교회,37.600254,127.062108
의릉입구,37.60387558,127.061923
의릉입구,37.60348527,127.0621764
한천로쌍용아파트앞,37.59819109,127.0676193
한천로쌍용아파트앞,37.59866491,127.067887
