type,자치구,법정동,지번주소,월세(만원),보증금(만원),관리비(만원),면적,층수,위도,경도,주실 방향,주차,난방시설,엘리베이터,생활시설,안전시설,법정동_정제,행정동,행정동_정제
원룸,서울 강서구,화곡동 1114-26,서울 강서구 화곡동 1114-26,30,5000,0.0,17.5m²,2층,37.55432924,126.8537859,동,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 인터폰, CCTV, 현관보안",화곡동,화곡6동,서울특별시 강서구 화곡6동
원룸,서울 동대문구,이문동 264-258,서울 동대문구 이문동 264-258,60,1000,6.0,19m²,5층,37.59893739,127.0558469,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 전자레인지","화재경보기, CCTV, 현관보안",이문동,이문1동,서울특별시 동대문구 이문1동
원룸,서울 노원구,공릉동 517-48,서울 노원구 공릉동 517-48,84,1000,6.0,30m²,4층,37.62317359,127.0752285,남동,있음,개별난방,있음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, 카드키, CCTV, 현관보안",공릉동,공릉1동,서울특별시 노원구 공릉1동
원룸,서울 영등포구,신길동 470-4,서울 영등포구 신길동 470-4,47,3000,8.0,21m²,2층,37.51039725,126.9220384,북동,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 테라스","CCTV, 현관보안",신길동,신길1동,서울특별시 영등포구 신길1동
원룸,서울 서대문구,홍은동 366-21,서울 서대문구 홍은동 366-21,19,7000,7.0,16.21m²,3층,37.58272459,126.9262771,북서,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, CCTV, 현관보안",홍은동,홍은2동,서울특별시 서대문구 홍은2동
원룸,서울 영등포구,당산동1가 158-19,서울 영등포구 당산동1가 158-19,47,1000,8.0,18.6m²,4층,37.52160113,126.9008753,남,있음,개별난방,있음,"천장형, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",당산동,당산1동,서울특별시 영등포구 당산1동
원룸,서울 금천구,시흥동 823-4,서울 금천구 시흥동 823-4,33,200,7.0,16.52m²,1층,37.45396089,126.9079286,남동,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 가스레인지, 인덕션",CCTV,시흥동,시흥4동,서울특별시 금천구 시흥4동
투룸,서울 광진구,중곡동 620-16,서울 광진구 중곡동 620-16,100,2000,3.0,43m²,3층,37.56038536,127.0778684,서,있음,개별난방,없음,"벽걸이형, 신발장, 싱크대, 가스레인지, 베란다","비디오폰, CCTV, 현관보안",중곡동,중곡1동,서울특별시 광진구 중곡1동
원룸,서울 동대문구,용두동 740-16,서울 동대문구 용두동 740-16,65,1000,10.0,19.83m²,4층,37.58126787,127.0293144,서,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지, TV","인터폰, 카드키, CCTV, 현관보안",용두동,용신동,서울특별시 동대문구 용신동
원룸,서울 중랑구,묵동 108-3,서울 중랑구 묵동 108-3,35,3500,5.0,19.83m²,4층,37.6150463,127.0805917,북,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지, TV, 붙박이장, 베란다","화재경보기, 경비원, CCTV, 현관보안, 방범창",묵동,묵1동,서울특별시 중랑구 묵1동
투룸,서울 송파구,방이동 180-15,서울 송파구 방이동 180-15,83,10000,10.0,51.44m²,3층,37.51541771,127.1159701,남,있음,개별난방,없음,"신발장, 싱크대, 베란다",현관보안,방이동,방이2동,서울특별시 송파구 방이2동
원룸,서울 강서구,방화동 612-236,서울 강서구 방화동 612-236,25,5000,10.0,12.6m²,5층,37.56393251,126.8075001,북서,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",방화동,방화2동,서울특별시 강서구 방화2동
원룸,서울 서초구,양재동 371,서울 서초구 양재동 371,60,1000,6.0,26.44m²,3층,37.470529,127.0437016,남서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지",인터폰,양재동,양재2동,서울특별시 서초구 양재2동
원룸,서울 강서구,화곡동 421-45,서울 강서구 화곡동 421-45,40,3000,9.0,19.83m²,3층,37.53225377,126.8401519,남,있음,개별난방,있음,"천장형, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 인터폰, CCTV, 현관보안, 방범창",화곡동,화곡1동,서울특별시 강서구 화곡1동
투룸,서울 강북구,수유동 404-10,서울 강북구 수유동 404-10,73,2000,6.0,40m²,3층,37.63644293,127.0175593,동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","비디오폰, 인터폰, CCTV, 현관보안, 방범창",수유동,인수동,서울특별시 강북구 인수동
원룸,서울 금천구,가산동 42-50,서울 금천구 가산동 42-50,25,300,5.0,15m²,2층,37.48231786,126.883613,남서,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","CCTV, 방범창",가산동,가산동,서울특별시 금천구 가산동
원룸,서울 강서구,화곡동 379-89,서울 강서구 화곡동 379-89,32,500,20.0,19.83m²,3층,37.53814663,126.8389979,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
원룸,서울 강서구,화곡동 924-25,서울 강서구 화곡동 924-25,29,300,6.0,11.3m²,2층,37.52945455,126.8415671,남,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
원룸,서울 성북구,하월곡동 37-80,서울 성북구 하월곡동 37-80,50,1000,7.0,19.83m²,1층,37.60212864,127.0425895,남동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV","CCTV, 현관보안",하월곡동,월곡2동,서울특별시 성북구 월곡2동
원룸,서울 영등포구,당산동6가 350-8,서울 영등포구 당산동6가 350-8,55,1000,8.0,12.2m²,5층,37.53662872,126.9009441,남,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 식탁, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 비디오폰, 인터폰, CCTV",당산동,당산2동,서울특별시 영등포구 당산2동
원룸,서울 강남구,역삼동 744-4,서울 강남구 역삼동 744-4,80,9000,20.0,44m²,3층,37.4968372,127.0359377,서,있음,개별난방,없음,"벽걸이형, 싱크대, 붙박이장, 베란다, 마당","인터폰, 현관보안",역삼동,역삼1동,서울특별시 강남구 역삼1동
원룸,서울 광진구,구의동 236-9,서울 광진구 구의동 236-9,52,3000,6.0,23.14m²,3층,37.54289442,127.0848618,서,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장, 무인택배함","화재경보기, 비디오폰, CCTV, 현관보안",구의동,구의1동,서울특별시 광진구 구의1동
원룸,서울 양천구,신월동 109-31,서울 양천구 신월동 109-31,70,150,5.0,22.84m²,3층,37.53329845,126.8330998,남,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",신월동,신월1동,서울특별시 양천구 신월1동
원룸,서울 노원구,공릉동 503-16,서울 노원구 공릉동 503-16,45,500,7.0,20m²,2층,37.62534763,127.0761319,북동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, 인터폰, CCTV, 현관보안",공릉동,공릉1동,서울특별시 노원구 공릉1동
원룸,서울 강서구,방화동 612-199,서울 강서구 방화동 612-199,40,100,7.0,10m²,3층,37.56430491,126.8094514,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",방화동,방화2동,서울특별시 강서구 방화2동
원룸,서울 금천구,독산동 149-28,서울 금천구 독산동 149-28,33,100,6.0,13.22m²,2층,37.47327179,126.8965676,북동,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","인터폰, CCTV, 현관보안",독산동,독산1동,서울특별시 금천구 독산1동
원룸,서울 서대문구,창천동 288,서울 서대문구 창천동 288,70,1000,7.0,22.2m²,3층,37.55929962,126.929372,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, CCTV",창천동,신촌동,서울특별시 서대문구 신촌동
원룸,서울 강북구,수유동 472-83,서울 강북구 수유동 472-83,45,1000,8.0,22m²,2층,37.63337851,127.0168213,동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지, TV","비디오폰, CCTV, 현관보안",수유동,수유1동,서울특별시 강북구 수유1동
투룸,서울 동대문구,회기동 102-62,서울 동대문구 회기동 102-62,30,12000,10.0,42.97m²,1층,37.59013594,127.0498703,남동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, 베란다","화재경보기, 비디오폰, CCTV, 현관보안, 방범창",회기동,회기동,서울특별시 동대문구 회기동
원룸,서울 광진구,화양동 41-10,서울 광진구 화양동 41-10,45,300,2.0,18m²,1층,37.54517914,127.0661793,북서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","현관보안, 방범창",화양동,화양동,서울특별시 광진구 화양동
원룸,서울 중랑구,묵동 122-384,서울 중랑구 묵동 122-384,40,500,5.0,16.52m²,1층,37.60872649,127.0788653,남,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, CCTV, 현관보안, 방범창",묵동,묵1동,서울특별시 중랑구 묵1동
투룸,서울 동작구,상도동 517-4,서울 동작구 상도동 517-4,75,2000,7.0,33.05m²,4층,37.49780251,126.9511871,남서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 인터폰, CCTV, 현관보안, 방범창",상도동,상도1동,서울특별시 동작구 상도1동
원룸,서울 동작구,노량진동 119-104,서울 동작구 노량진동 119-104,33,100,7.0,17m²,2층,37.51211708,126.9437607,남서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","CCTV, 방범창",노량진동,노량진1동,서울특별시 동작구 노량진1동
원룸,서울 영등포구,영등포동8가 60-2,서울 영등포구 영등포동8가 60-2,31,3000,11.0,20.31m²,11층,37.52778439,126.9059945,남서,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, 인터폰, CCTV, 현관보안",영등포동,영등포동,서울특별시 영등포구 영등포동
원룸,서울 동작구,사당동 708-1048,서울 동작구 사당동 708-1048,42,200,8.0,16.5m²,2층,37.48583817,126.9679069,북동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 인덕션","화재경보기, 현관보안",사당동,사당5동,서울특별시 동작구 사당5동
원룸,서울 광진구,능동 244-21,서울 광진구 능동 244-21,65,1000,5.0,26.44m²,2층,37.55327027,127.0844288,북동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다",현관보안,능동,능동,서울특별시 광진구 능동
원룸,서울 강동구,암사동 458-11,서울 강동구 암사동 458-11,17,6000,7.0,20m²,4층,37.55444676,127.1334042,남동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV","화재경보기, CCTV, 현관보안",암사동,암사1동,서울특별시 강동구 암사1동
투룸,서울 양천구,목동 528-6,서울 양천구 목동 528-6,45,2000,0.0,36.36m²,반지층,37.54609376,126.8728638,남,있음,개별난방,없음,"옷장, 신발장, 가스레인지",인터폰,목동,목2동,서울특별시 양천구 목2동
원룸,서울 동작구,신대방동 344-119,서울 동작구 신대방동 344-119,68,1000,0.0,21m²,2층,37.49492507,126.9263553,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장, 무인택배함","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안, 방범창",신대방동,신대방2동,서울특별시 동작구 신대방2동
투룸,서울 마포구,서교동 451-12,서울 마포구 서교동 451-12,65,1000,2.0,35m²,반지층,37.55667519,126.9156447,남,있음,개별난방,없음,"벽걸이형, 세탁기, 싱크대","CCTV, 현관보안",서교동,서교동,서울특별시 마포구 서교동
원룸,서울 동작구,상도동 492-7,서울 동작구 상도동 492-7,15,9000,0.0,31.82m²,4층,37.49556809,126.9529341,남,있음,개별난방,있음,"벽걸이형, 책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안, 방범창",상도동,상도1동,서울특별시 동작구 상도1동
투룸,서울 광진구,자양동 680-6,서울 광진구 자양동 680-6,130,5000,11.0,32.05m²,3층,37.53603066,127.0844103,남,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 비데, 싱크대, 전자레인지, 무인택배함","화재경보기, 비디오폰, 카드키, CCTV, 현관보안",자양동,자양2동,서울특별시 광진구 자양2동
원룸,서울 영등포구,당산동3가 407,서울 영등포구 당산동3가 407,45,1000,8.0,19.83m²,5층,37.5259695,126.8939679,남,있음,개별난방,있음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 비디오폰, CCTV, 현관보안",당산동,당산1동,서울특별시 영등포구 당산1동
원룸,서울 양천구,목동 785-10,서울 양천구 목동 785-10,42,500,8.0,18.9m²,2층,37.53499832,126.8653064,남서,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, CCTV, 현관보안",목동,목4동,서울특별시 양천구 목4동
원룸,서울 중랑구,면목동 626-19,서울 중랑구 면목동 626-19,35,500,7.0,26.44m²,반지층,37.57912639,127.0873191,동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 인덕션","CCTV, 현관보안",면목동,면목7동,서울특별시 중랑구 면목7동
투룸,서울 광진구,자양동 610-32,서울 광진구 자양동 610-32,70,7000,2.0,42.97m²,1층,37.53368087,127.0767248,남서,있음,개별난방,없음,"신발장, 싱크대","인터폰, 방범창",자양동,자양1동,서울특별시 광진구 자양1동
원룸,서울 강동구,천호동 180-14,서울 강동구 천호동 180-14,75,3000,7.0,26.44m²,7층,37.53894911,127.1344575,북서,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, CCTV, 현관보안",천호동,천호3동,서울특별시 강동구 천호3동
원룸,서울 영등포구,영등포동1가 49,서울 영등포구 영등포동1가 49,40,1000,8.0,19.83m²,5층,37.51742529,126.9137902,남,있음,개별난방,있음,"벽걸이형, 책상, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","CCTV, 현관보안",영등포동,영등포동,서울특별시 영등포구 영등포동
투룸,서울 강북구,번동 415-15,서울 강북구 번동 415-15,55,5000,0.0,33.05m²,1층,37.63729619,127.0273509,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, CCTV",번동,번1동,서울특별시 강북구 번1동
원룸,서울 구로구,가리봉동 97-2,서울 구로구 가리봉동 97-2,50,300,8.0,19.83m²,3층,37.48346892,126.8874495,남서,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 인덕션, TV",현관보안,가리봉동,가리봉동,서울특별시 구로구 가리봉동
원룸,서울 강북구,수유동 130-90,서울 강북구 수유동 130-90,39,300,6.0,19.83m²,반지층,37.6364235,127.0190827,북동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","비디오폰, CCTV, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
원룸,서울 영등포구,당산동3가 303,서울 영등포구 당산동3가 303,40,2000,8.0,20.84m²,2층,37.52448401,126.8972209,남,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, CCTV, 현관보안",당산동,당산1동,서울특별시 영등포구 당산1동
원룸,서울 도봉구,쌍문동 137-144,서울 도봉구 쌍문동 137-144,65,500,7.0,19.83m²,4층,37.65165051,127.0308949,북서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 테라스","화재경보기, 비디오폰, CCTV, 현관보안",쌍문동,쌍문4동,서울특별시 도봉구 쌍문4동
원룸,서울 강서구,염창동 282-9,서울 강서구 염창동 282-9,42,1000,8.0,23.13m²,2층,37.54761581,126.8764203,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, 비디오폰, CCTV, 현관보안",염창동,염창동,서울특별시 강서구 염창동
투룸,서울 강북구,수유동 486-548,서울 강북구 수유동 486-548,60,2000,0.0,46m²,1층,37.63035494,127.0137027,남서,있음,개별난방,없음,"신발장, 싱크대, 베란다",인터폰,수유동,수유1동,서울특별시 강북구 수유1동
투룸,서울 영등포구,신길동 116-15,서울 영등포구 신길동 116-15,150,1000,7.0,22.16m²,5층,37.51107647,126.9175847,남서,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 인덕션","경비원, 비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창",신길동,신길1동,서울특별시 영등포구 신길1동
원룸,서울 광진구,화양동 12-27,서울 광진구 화양동 12-27,50,5000,8.0,23m²,2층,37.54337037,127.0708561,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 붙박이장","비디오폰, 카드키, CCTV, 현관보안",화양동,화양동,서울특별시 광진구 화양동
원룸,서울 영등포구,당산동2가 30-15,서울 영등포구 당산동2가 30-15,38,1000,10.0,19.83m²,4층,37.52241949,126.8919135,남,있음,중앙난방,있음,"벽걸이형, 책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 인터폰, CCTV",당산동,당산1동,서울특별시 영등포구 당산1동
원룸,서울 강북구,수유동 35-28,서울 강북구 수유동 35-28,55,500,5.0,19.83m²,2층,37.64031973,127.0195774,북동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 전자레인지","인터폰, CCTV, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
원룸,서울 중랑구,면목동 126-47,서울 중랑구 면목동 126-47,50,500,8.0,26.44m²,6층,37.59001282,127.0865814,동,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 마당","화재경보기, CCTV, 현관보안",면목동,면목본동,서울특별시 중랑구 면목본동
원룸,서울 강서구,화곡동 382-22,서울 강서구 화곡동 382-22,38,300,9.0,16.52m²,2층,37.53431503,126.8442972,남,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",화곡동,화곡1동,서울특별시 강서구 화곡1동
원룸,서울 강동구,성내동 408-20,서울 강동구 성내동 408-20,65,5000,7.0,20m²,3층,37.53076456,127.1317769,서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",성내동,성내2동,서울특별시 강동구 성내2동
투룸,서울 강동구,암사동 544,서울 강동구 암사동 544,60,1500,5.0,35m²,4층,37.55196428,127.1359724,남동,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션","카드키, CCTV",암사동,암사1동,서울특별시 강동구 암사1동
투룸,서울 강북구,미아동 75-204,서울 강북구 미아동 75-204,80,5000,0.0,45.32m²,1층,37.61465144,127.0322326,남,있음,개별난방,없음,"신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다","카드키, 현관보안",미아동,송중동,서울특별시 강북구 송중동
원룸,서울 영등포구,신길동 63-35,서울 영등포구 신길동 63-35,40,1000,8.0,19.83m²,2층,37.51539718,126.9200017,남,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, CCTV, 현관보안",신길동,신길1동,서울특별시 영등포구 신길1동
원룸,서울 강북구,미아동 75-72,서울 강북구 미아동 75-72,40,500,6.0,16m²,반지층,37.61363739,127.0318605,남동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","경비원, CCTV, 현관보안, 방범창",미아동,송중동,서울특별시 강북구 송중동
원룸,서울 마포구,용강동 494-90,서울 마포구 용강동 494-90,75,1000,6.0,20.18m²,2층,37.54259978,126.9383555,남동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 베란다","비디오폰, CCTV, 현관보안",용강동,용강동,서울특별시 마포구 용강동
원룸,서울 중랑구,면목동 103-33,서울 중랑구 면목동 103-33,83,2000,9.0,23.14m²,8층,37.58920869,127.0901773,남,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 무인택배함","화재경보기, 경비원, 인터폰, CCTV, 현관보안",면목동,면목본동,서울특별시 중랑구 면목본동
투룸,서울 동대문구,휘경동 312-148,서울 동대문구 휘경동 312-148,80,5000,11.0,49.58m²,2층,37.58641532,127.056406,북동,있음,개별난방,있음,"벽걸이형, 책상, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","CCTV, 현관보안",휘경동,휘경2동,서울특별시 동대문구 휘경2동
원룸,서울 성북구,하월곡동 13-7,서울 성북구 하월곡동 13-7,75,500,8.0,23.14m²,2층,37.60381591,127.0443534,북,있음,개별난방,있음,"벽걸이형, 침대, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, TV","화재경보기, 비디오폰, CCTV, 현관보안",하월곡동,월곡2동,서울특별시 성북구 월곡2동
원룸,서울 금천구,시흥동 854-15,서울 금천구 시흥동 854-15,40,200,12.0,23.14m²,3층,37.45845883,126.9031804,남동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 무인택배함","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창",시흥동,시흥1동,서울특별시 금천구 시흥1동
원룸,서울 서대문구,창천동 500-23,서울 서대문구 창천동 500-23,70,1000,5.0,26m²,1층,37.55859768,126.9312527,북동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 식탁, 신발장, 냉장고, 세탁기, 싱크대, 인덕션",현관보안,창천동,신촌동,서울특별시 서대문구 신촌동
원룸,서울 마포구,대흥동 337-45,서울 마포구 대흥동 337-45,53,500,2.0,23.14m²,1층,37.54589083,126.9396941,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지","화재경보기, 인터폰, 카드키, CCTV, 현관보안, 방범창",대흥동,신수동,서울특별시 마포구 신수동
원룸,서울 성북구,안암동2가 155-10,서울 성북구 안암동2가 155-10,60,5000,10.0,33.05m²,5층,37.58560707,127.0231499,북서,있음,개별난방,있음,"침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지","비디오폰, 인터폰, CCTV, 현관보안",안암동,안암동,서울특별시 성북구 안암동
원룸,서울 도봉구,쌍문동 88-139,서울 도봉구 쌍문동 88-139,43,500,6.0,19.83m²,2층,37.65086132,127.0351565,서,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 신발장, 냉장고, 세탁기, 싱크대","인터폰, 현관보안",쌍문동,쌍문3동,서울특별시 도봉구 쌍문3동
원룸,서울 강서구,염창동 284-96,서울 강서구 염창동 284-96,43,2000,6.0,19.83m²,7층,37.55573675,126.8675103,남,있음,개별난방,있음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",염창동,염창동,서울특별시 강서구 염창동
원룸,서울 강서구,등촌동 636-61,서울 강서구 등촌동 636-61,27,2500,6.0,16.52m²,10층,37.55589076,126.861414,북동,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",등촌동,등촌1동,서울특별시 강서구 등촌1동
원룸,서울 금천구,독산동 335-8,서울 금천구 독산동 335-8,35,4000,8.0,26.44m²,5층,37.47089788,126.8900562,남동,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장, 베란다","화재경보기, 비디오폰, CCTV, 현관보안",독산동,독산1동,서울특별시 금천구 독산1동
원룸,서울 동대문구,이문동 341-46,서울 동대문구 이문동 341-46,69,1000,8.0,14.45m²,9층,37.5922154,127.0569035,남동,있음,개별난방,있음,"천장형, 침대, 냉장고, 세탁기, 싱크대, 인덕션",현관보안,이문동,이문1동,서울특별시 동대문구 이문1동
원룸,서울 강남구,역삼동 681-56,서울 강남구 역삼동 681-56,70,1000,10.0,31.13m²,반지층,37.50903551,127.0415455,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 베란다","인터폰, CCTV, 현관보안",역삼동,역삼1동,서울특별시 강남구 역삼1동
원룸,서울 영등포구,신길동 61-54,서울 영등포구 신길동 61-54,42,500,8.0,19.83m²,2층,37.51584811,126.9194387,남동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","화재경보기, 인터폰, CCTV",신길동,신길1동,서울특별시 영등포구 신길1동
투룸,서울 중랑구,면목동 616-21,서울 중랑구 면목동 616-21,120,5500,10.0,32.44m²,9층,37.57967503,127.0894512,북,있음,개별난방,있음,"신발장, 싱크대, 전자레인지, 무인택배함","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",면목동,면목7동,서울특별시 중랑구 면목7동
원룸,서울 마포구,동교동 204-39,서울 마포구 동교동 204-39,67,1000,7.0,23.76m²,3층,37.55870354,126.9212907,동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, CCTV, 현관보안",동교동,서교동,서울특별시 마포구 서교동
원룸,서울 금천구,독산동 149-70,서울 금천구 독산동 149-70,19,100,3.0,9.91m²,반지층,37.47347651,126.896162,북,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, TV",CCTV,독산동,독산1동,서울특별시 금천구 독산1동
