type,자치구,법정동,지번주소,월세(만원),보증금(만원),관리비(만원),면적,층수,위도,경도,주실 방향,주차,난방시설,엘리베이터,생활시설,안전시설,법정동_정제,행정동,행정동_정제
원룸,서울 동작구,노량진동 211-70,서울 동작구 노량진동 211-70,48,200,5.0,19.83m²,2층,37.51150958,126.945381,남동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","현관보안, 방범창",노량진동,노량진1동,서울특별시 동작구 노량진1동
원룸,서울 강서구,내발산동 699-15,서울 강서구 내발산동 699-15,45,500,5.0,23.14m²,반지층,37.55220834,126.8346992,남동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, 인터폰, CCTV, 현관보안, 방범창",내발산동,발산1동,서울특별시 강서구 발산1동
원룸,서울 성북구,상월곡동 55-115,서울 성북구 상월곡동 55-115,45,2000,7.0,16.5m²,1층,37.6059284,127.0454613,북동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, CCTV, 현관보안",상월곡동,월곡2동,서울특별시 성북구 월곡2동
원룸,서울 은평구,역촌동 43-46,서울 은평구 역촌동 43-46,45,500,3.0,16m²,3층,37.60023687,126.9173919,서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 인터폰, 현관보안",역촌동,역촌동,서울특별시 은평구 역촌동
원룸,서울 중랑구,상봉동 130-66,서울 중랑구 상봉동 130-66,50,1000,7.0,19.83m²,4층,37.59232249,127.0754533,동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",상봉동,상봉2동,서울특별시 중랑구 상봉2동
원룸,서울 중랑구,묵동 239-26,서울 중랑구 묵동 239-26,34,500,6.0,16.52m²,2층,37.61122227,127.0766069,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, 카드키, CCTV, 현관보안",묵동,묵2동,서울특별시 중랑구 묵2동
투룸,서울 금천구,가산동 29-15,서울 금천구 가산동 29-15,20,14000,0.0,42.97m²,2층,37.48325412,126.883548,남,있음,개별난방,없음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 무인택배함","화재경보기, 비디오폰, CCTV, 현관보안",가산동,가산동,서울특별시 금천구 가산동
원룸,서울 광진구,화양동 9-4,서울 광진구 화양동 9-4,70,1000,3.0,22m²,3층,37.542555,127.0695883,서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 싱크대, 가스레인지, 전자레인지","인터폰, 현관보안",화양동,화양동,서울특별시 광진구 화양동
원룸,서울 노원구,공릉동 586-22,서울 노원구 공릉동 586-22,43,1000,7.0,13.22m²,1층,37.62235012,127.0767139,북,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 냉장고, 세탁기, 인덕션","CCTV, 현관보안",공릉동,공릉1동,서울특별시 노원구 공릉1동
원룸,서울 서대문구,창천동 67-32,서울 서대문구 창천동 67-32,65,1000,5.0,29.75m²,1층,37.55816303,126.9328117,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 인덕션",방범창,창천동,신촌동,서울특별시 서대문구 신촌동
원룸,서울 동대문구,회기동 45-107,서울 동대문구 회기동 45-107,65,500,5.0,33.05m²,4층,37.59108615,127.0531219,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션",카드키,회기동,회기동,서울특별시 동대문구 회기동
원룸,서울 동작구,상도동 356-12,서울 동작구 상도동 356-12,65,1000,0.0,21.1m²,4층,37.50268786,126.9341284,북서,있음,개별난방,있음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 테라스","인터폰, 카드키, CCTV, 현관보안, 방범창",상도동,상도3동,서울특별시 동작구 상도3동
원룸,서울 동작구,사당동 318-3,서울 동작구 사당동 318-3,50,1000,9.0,23.14m²,2층,37.48222257,126.9743795,남동,있음,개별난방,있음,"천장형, 책상, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 무인택배함","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",사당동,사당4동,서울특별시 동작구 사당4동
원룸,서울 광진구,화양동 9-13,서울 광진구 화양동 9-13,50,500,3.0,19.83m²,1층,37.54181874,127.0692253,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지",방범창,화양동,화양동,서울특별시 광진구 화양동
투룸,서울 동작구,사당동 1038-46,서울 동작구 사당동 1038-46,60,1000,10.0,33.05m²,1층,37.47874523,126.9790423,남,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 가스레인지, TV",CCTV,사당동,사당1동,서울특별시 동작구 사당1동
투룸,서울 중랑구,상봉동 163-10,서울 중랑구 상봉동 163-10,76,1500,9.0,36.36m²,3층,37.59278676,127.0813045,남,있음,중앙난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지",CCTV,상봉동,상봉2동,서울특별시 중랑구 상봉2동
투룸,서울 양천구,신정동 895-18,서울 양천구 신정동 895-18,100,3000,4.0,29.98m²,6층,37.52826464,126.8629904,남,있음,개별난방,있음,"신발장, 냉장고, 세탁기, 인덕션","비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창",신정동,신정4동,서울특별시 양천구 신정4동
원룸,서울 중랑구,망우동 232-10,서울 중랑구 망우동 232-10,30,500,3.0,17.49m²,반지층,37.60291951,127.1073208,서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대","화재경보기, 비디오폰, CCTV, 현관보안",망우동,망우본동,서울특별시 중랑구 망우본동
원룸,서울 강남구,역삼동 685-19,서울 강남구 역삼동 685-19,120,150,5.0,40.55m²,1층,37.50797308,127.0429717,남서,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 가스레인지, 전자레인지, TV, 붙박이장, 베란다, 테라스, 무인택배함","화재경보기, 인터폰, CCTV, 현관보안",역삼동,역삼1동,서울특별시 강남구 역삼1동
원룸,서울 중랑구,중화동 305-4,서울 중랑구 중화동 305-4,35,500,6.0,18m²,반지층,37.60293183,127.0786406,남,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, 현관보안",중화동,중화2동,서울특별시 중랑구 중화2동
원룸,서울 동작구,노량진동 119-87,서울 동작구 노량진동 119-87,38,300,9.0,16.52m²,2층,37.51129958,126.9440928,남동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지",CCTV,노량진동,노량진1동,서울특별시 동작구 노량진1동
원룸,서울 강동구,천호동 197-14,서울 강동구 천호동 197-14,25,7000,6.0,19.83m²,3층,37.54124069,127.1337636,남,있음,개별난방,있음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","비디오폰, CCTV, 현관보안",천호동,천호3동,서울특별시 강동구 천호3동
원룸,서울 구로구,구로동 1130-53,서울 구로구 구로동 1130-53,30,5000,9.0,29.75m²,3층,37.4807239,126.897643,남,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지, TV","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",구로동,구로3동,서울특별시 구로구 구로3동
원룸,서울 동대문구,휘경동 146-43,서울 동대문구 휘경동 146-43,43,500,7.0,16.52m²,3층,37.5942264,127.0632967,서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지",현관보안,휘경동,휘경1동,서울특별시 동대문구 휘경1동
원룸,서울 강남구,논현동 257-2,서울 강남구 논현동 257-2,210,210,12.0,24.14m²,4층,37.51286296,127.0392451,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장, 베란다","비디오폰, 인터폰, 카드키, CCTV, 현관보안",논현동,논현2동,서울특별시 강남구 논현2동
원룸,서울 금천구,독산동 144-75,서울 금천구 독산동 144-75,40,1000,8.0,19.83m²,2층,37.47642175,126.8976326,남동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 인터폰, CCTV, 현관보안",독산동,독산1동,서울특별시 금천구 독산1동
원룸,서울 중랑구,면목동 69-78,서울 중랑구 면목동 69-78,60,1000,7.0,25m²,3층,37.58626713,127.0938799,서,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 인덕션, 베란다","비디오폰, 인터폰, 현관보안",면목동,면목본동,서울특별시 중랑구 면목본동
원룸,서울 동대문구,제기동 122-488,서울 동대문구 제기동 122-488,59,1000,9.0,26.44m²,1층,37.58919424,127.0373807,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션",현관보안,제기동,제기동,서울특별시 동대문구 제기동
원룸,서울 금천구,가산동 145-14,서울 금천구 가산동 145-14,40,300,6.0,19.83m²,2층,37.47746198,126.8924788,북서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지, TV, 무인택배함","비디오폰, 인터폰, CCTV, 현관보안, 방범창",가산동,가산동,서울특별시 금천구 가산동
투룸,서울 동작구,신대방동 342-6,서울 동작구 신대방동 342-6,70,5000,9.0,36.17m²,4층,37.49686223,126.9283926,남동,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고","비디오폰, 인터폰",신대방동,신대방2동,서울특별시 동작구 신대방2동
원룸,서울 동대문구,휘경동 183-163,서울 동대문구 휘경동 183-163,32,3000,8.0,15m²,3층,37.59073032,127.0574061,동,있음,개별난방,있음,"침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션","비디오폰, 인터폰, CCTV, 현관보안",휘경동,휘경1동,서울특별시 동대문구 휘경1동
원룸,서울 은평구,역촌동 28-82,서울 은평구 역촌동 28-82,45,500,3.0,19.83m²,2층,37.60358084,126.9203248,남동,있음,개별난방,없음,"신발장, 냉장고, 세탁기, 인덕션","비디오폰, 현관보안",역촌동,역촌동,서울특별시 은평구 역촌동
투룸,서울 동대문구,회기동 3-131,서울 동대문구 회기동 3-131,60,500,0.0,44m²,1층,37.59338636,127.0539683,남서,있음,개별난방,없음,"벽걸이형, 침대, 식탁, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지","화재경보기, CCTV, 현관보안",회기동,회기동,서울특별시 동대문구 회기동
원룸,서울 중랑구,면목동 42-48,서울 중랑구 면목동 42-48,50,2000,2.0,35.96m²,1층,37.58898559,127.0951384,서,있음,개별난방,없음,"벽걸이형, 신발장, 세탁기, 싱크대, 가스레인지, 베란다",방범창,면목동,면목3.8동,서울특별시 중랑구 면목3.8동
원룸,서울 구로구,구로동 1130-63,서울 구로구 구로동 1130-63,36,300,11.0,16.52m²,5층,37.48021746,126.8986104,남,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장, 베란다","화재경보기, CCTV, 현관보안",구로동,구로3동,서울특별시 구로구 구로3동
원룸,서울 용산구,청파동2가 1-42,서울 용산구 청파동2가 1-42,55,4000,9.0,29.75m²,1층,37.54764029,126.9642605,남,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 붙박이장, 무인택배함","비디오폰, 인터폰, 카드키, CCTV, 현관보안, 방범창",청파동,청파동,서울특별시 용산구 청파동
원룸,서울 동대문구,용두동 39-958,서울 동대문구 용두동 39-958,35,500,8.0,19.83m²,반지층,37.57566429,127.0398617,동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 인터폰, 카드키, CCTV, 방범창",용두동,용신동,서울특별시 동대문구 용신동
원룸,서울 강북구,수유동 521-16,서울 강북구 수유동 521-16,30,2000,6.0,19.83m²,2층,37.63993729,127.0110156,남서,있음,개별난방,없음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대","CCTV, 현관보안",수유동,인수동,서울특별시 강북구 인수동
투룸,서울 양천구,신월동 478-2,서울 양천구 신월동 478-2,85,150,6.0,29.3m²,2층,37.52525178,126.8469238,남,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 샤워부스, 싱크대, 가스레인지, 무인택배함","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안, 방범창",신월동,신월2동,서울특별시 양천구 신월2동
투룸,서울 송파구,삼전동 104-12,서울 송파구 삼전동 104-12,120,5000,7.0,41.71m²,4층,37.50421789,127.093478,남동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 베란다","화재경보기, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",삼전동,삼전동,서울특별시 송파구 삼전동
투룸,서울 강서구,화곡동 424-41,서울 강서구 화곡동 424-41,70,2000,1.0,46.28m²,1층,37.53149389,126.8413092,남서,있음,개별난방,없음,"신발장, 싱크대, 베란다",인터폰,화곡동,화곡1동,서울특별시 강서구 화곡1동
원룸,서울 금천구,독산동 1015-3,서울 금천구 독산동 1015-3,29,100,7.0,13.22m²,3층,37.46825078,126.8991267,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 인터폰, CCTV, 현관보안",독산동,독산4동,서울특별시 금천구 독산4동
원룸,서울 성북구,하월곡동 73-75,서울 성북구 하월곡동 73-75,30,3000,6.0,14m²,1층,37.60771908,127.0416538,남서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","인터폰, CCTV, 현관보안",하월곡동,월곡1동,서울특별시 성북구 월곡1동
원룸,서울 동작구,사당동 1026-30,서울 동작구 사당동 1026-30,45,500,7.0,23.14m²,2층,37.48020241,126.9789082,동,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV, 무인택배함","인터폰, CCTV, 현관보안, 방범창",사당동,사당1동,서울특별시 동작구 사당1동
원룸,서울 강동구,길동 413-5,서울 강동구 길동 413-5,105,500,20.0,16.89m²,11층,37.53671647,127.1384808,남,있음,개별난방,있음,"벽걸이형, 침대, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV, 무인택배함","화재경보기, 경비원, 비디오폰, 인터폰, 카드키, CCTV, 현관보안",길동,길동,서울특별시 강동구 길동
원룸,서울 중랑구,중화동 322-11,서울 중랑구 중화동 322-11,25,10000,6.0,20m²,3층,37.59632621,127.0734824,서,있음,개별난방,있음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, CCTV, 현관보안",중화동,중화2동,서울특별시 중랑구 중화2동
원룸,서울 강동구,둔촌동 77-117,서울 강동구 둔촌동 77-117,45,1000,3.0,23.14m²,3층,37.53043592,127.1423025,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지",현관보안,둔촌동,둔촌2동,서울특별시 강동구 둔촌2동
원룸,서울 영등포구,대림동 851-96,서울 영등포구 대림동 851-96,35,300,7.0,18m²,2층,37.49384742,126.9026429,남동,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",대림동,대림1동,서울특별시 영등포구 대림1동
원룸,서울 구로구,구로동 1132-32,서울 구로구 구로동 1132-32,40,500,9.0,23.14m²,8층,37.47987569,126.8975483,남동,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","인터폰, 카드키, CCTV, 현관보안",구로동,구로3동,서울특별시 구로구 구로3동
투룸,서울 광진구,중곡동 150-181,서울 광진구 중곡동 150-181,40,1500,1.0,39.66m²,반지층,37.56065214,127.0861702,남,있음,개별난방,없음,"신발장, 싱크대",방범창,중곡동,중곡2동,서울특별시 광진구 중곡2동
원룸,서울 성북구,보문동6가 53-1,서울 성북구 보문동6가 53-1,45,500,7.0,18.18m²,1층,37.58145682,127.0186122,남,있음,개별난방,없음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","CCTV, 현관보안",보문동,보문동,서울특별시 성북구 보문동
투룸,서울 중랑구,묵동 239-44,서울 중랑구 묵동 239-44,50,500,0.0,49.58m²,반지층,37.61090802,127.0768587,동,있음,개별난방,없음,"벽걸이형, 싱크대, 마당",현관보안,묵동,묵2동,서울특별시 중랑구 묵2동
원룸,서울 강북구,미아동 217-19,서울 강북구 미아동 217-19,43,1000,7.0,19.83m²,3층,37.62950461,127.0232871,동,있음,개별난방,있음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","비디오폰, CCTV, 현관보안",미아동,미아동,서울특별시 강북구 미아동
원룸,서울 금천구,시흥동 905-35,서울 금천구 시흥동 905-35,47,300,8.0,19.83m²,2층,37.44952179,126.90442,남,있음,개별난방,없음,"책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지, TV","비디오폰, 인터폰",시흥동,시흥1동,서울특별시 금천구 시흥1동
원룸,서울 동작구,노량진동 119-11,서울 동작구 노량진동 119-11,77,1000,8.0,23.14m²,1층,37.51104529,126.9436554,서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, 붙박이장","CCTV, 방범창",노량진동,노량진1동,서울특별시 동작구 노량진1동
원룸,서울 영등포구,영등포동 567-7,서울 영등포구 영등포동 567-7,40,100,8.0,21m²,2층,37.51677068,126.9146033,남동,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지","화재경보기, 인터폰, CCTV, 현관보안, 방범창",영등포동,영등포본동,서울특별시 영등포구 영등포본동
원룸,서울 강북구,수유동 191-29,서울 강북구 수유동 191-29,56,500,7.0,12.9m²,5층,37.63947857,127.0264894,동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대","인터폰, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
투룸,서울 강북구,수유동 산 45-12,서울 강북구 수유동 산 45-12,100,2000,5.0,29.99m²,2층,37.64623701,127.0132382,남서,있음,개별난방,있음,"천장형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, CCTV, 현관보안",수유동,우이동,서울특별시 강북구 우이동
투룸,서울 광진구,구의동 230-27,서울 광진구 구의동 230-27,95,5000,9.0,28.03m²,4층,37.54421331,127.0885392,동,있음,개별난방,없음,"벽걸이형, 신발장, 싱크대, 가스레인지","CCTV, 현관보안",구의동,구의1동,서울특별시 광진구 구의1동
원룸,서울 동대문구,회기동 65-140,서울 동대문구 회기동 65-140,45,500,5.0,16.52m²,2층,37.59017795,127.0527131,남서,있음,개별난방,없음,"벽걸이형, 침대, 책상, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지","화재경보기, CCTV, 현관보안",회기동,회기동,서울특별시 동대문구 회기동
원룸,서울 동작구,본동 34-18,서울 동작구 본동 34-18,25,300,5.0,26.44m²,1층,37.51032345,126.9563176,남동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 싱크대, 가스레인지","현관보안, 방범창",본동,노량진1동,서울특별시 동작구 노량진1동
원룸,서울 강북구,수유동 224-20,서울 강북구 수유동 224-20,55,500,5.0,18.13m²,4층,37.63891179,127.0238294,동,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV","인터폰, 현관보안",수유동,수유3동,서울특별시 강북구 수유3동
원룸,서울 강북구,수유동 410-310,서울 강북구 수유동 410-310,65,1000,0.0,23.14m²,3층,37.64024477,127.0129872,북,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV","화재경보기, 현관보안",수유동,인수동,서울특별시 강북구 인수동
원룸,서울 강북구,번동 468-37,서울 강북구 번동 468-37,25,100,5.0,15m²,반지층,37.64033843,127.0307257,동,있음,개별난방,없음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, CCTV, 현관보안",번동,번1동,서울특별시 강북구 번1동
원룸,서울 중랑구,상봉동 90-3,서울 중랑구 상봉동 90-3,73,5000,9.0,19.64m²,5층,37.59603731,127.0888701,남서,있음,개별난방,있음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 무인택배함","화재경보기, 경비원, 비디오폰, 인터폰, CCTV, 현관보안",상봉동,상봉2동,서울특별시 중랑구 상봉2동
원룸,서울 성북구,석관동 340-233,서울 성북구 석관동 340-233,42,500,7.0,19.83m²,반지층,37.60654954,127.0536268,남동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지",현관보안,석관동,석관동,서울특별시 성북구 석관동
원룸,서울 광진구,화양동 36-88,서울 광진구 화양동 36-88,67,1000,8.0,16.52m²,2층,37.54485129,127.0678778,남서,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장, 테라스","비디오폰, CCTV, 현관보안",화양동,화양동,서울특별시 광진구 화양동
원룸,서울 동작구,상도1동 656-1,서울 동작구 상도1동 656-1,60,2000,9.0,29.9m²,3층,37.50405508,126.9510534,남동,있음,개별난방,있음,"벽걸이형, 신발장, 냉장고, 세탁기, 인덕션","화재경보기, 인터폰, CCTV",,상도1동,서울특별시 동작구 상도1동
원룸,서울 마포구,염리동 9-57,서울 마포구 염리동 9-57,50,1000,5.0,19.82m²,반지층,37.55566369,126.9466267,북,있음,개별난방,없음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션","비디오폰, 인터폰, CCTV, 현관보안",염리동,염리동,서울특별시 마포구 염리동
원룸,서울 영등포구,대림동 691-2,서울 영등포구 대림동 691-2,47,500,6.0,23.14m²,2층,37.49808873,126.8990976,남동,있음,개별난방,없음,"천장형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 비디오폰, CCTV, 현관보안",대림동,대림3동,서울특별시 영등포구 대림3동
원룸,서울 동대문구,장안동 477-3,서울 동대문구 장안동 477-3,41,500,7.0,19.83m²,5층,37.57045142,127.0722672,남서,있음,개별난방,없음,"옷장, 신발장, 냉장고, 세탁기, 가스레인지","인터폰, CCTV, 현관보안",장안동,장안2동,서울특별시 동대문구 장안2동
원룸,서울 서대문구,연희동 45-24,서울 서대문구 연희동 45-24,38,500,5.0,15m²,1층,37.56685178,126.934226,남서,있음,중앙난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션","CCTV, 현관보안, 방범창",연희동,연희동,서울특별시 서대문구 연희동
원룸,서울 영등포구,대림동 906-22,서울 영등포구 대림동 906-22,27,200,6.0,19.83m²,반지층,37.49703181,126.9055909,동,있음,개별난방,없음,"책상, 옷장, 신발장, 냉장고, 세탁기, 인덕션, 전자레인지","경비원, 비디오폰, CCTV, 현관보안, 방범창",대림동,대림1동,서울특별시 영등포구 대림1동
원룸,서울 강동구,천호동 181-22,서울 강동구 천호동 181-22,50,5000,8.0,16.53m²,4층,37.53998046,127.1348747,남,있음,개별난방,있음,"벽걸이형, 옷장, 냉장고, 세탁기, 싱크대, 인덕션","CCTV, 현관보안",천호동,천호3동,서울특별시 강동구 천호3동
원룸,서울 동대문구,휘경동 286-316,서울 동대문구 휘경동 286-316,45,500,7.0,16.52m²,반지층,37.58622172,127.0619371,동,있음,개별난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","인터폰, CCTV, 현관보안",휘경동,휘경2동,서울특별시 동대문구 휘경2동
원룸,서울 강남구,삼성동 10-29,서울 강남구 삼성동 10-29,80,140,10.0,40.77m²,5층,37.51433651,127.0437113,남,있음,개별난방,없음,"벽걸이형, 침대, 옷장, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 가스레인지, 전자레인지, TV, 베란다","인터폰, 현관보안",삼성동,삼성2동,서울특별시 강남구 삼성2동
원룸,서울 강남구,역삼동 697-36,서울 강남구 역삼동 697-36,70,80,15.0,28.27m²,5층,37.50573297,127.0454557,남서,있음,중앙난방,있음,"천장형, 침대, 옷장, 식탁, 쇼파, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, TV, 붙박이장, 무인택배함","화재경보기, 비디오폰, 인터폰, CCTV, 현관보안",역삼동,역삼1동,서울특별시 강남구 역삼1동
원룸,서울 구로구,궁동 204,서울 구로구 궁동 204,45,500,8.0,22m²,3층,37.493501,126.8335087,동,있음,개별난방,있음,"벽걸이형, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","화재경보기, 비디오폰, 인터폰, 현관보안",궁동,수궁동,서울특별시 구로구 수궁동
원룸,서울 동작구,노량진동 119-148,서울 동작구 노량진동 119-148,35,300,8.0,17.8m²,3층,37.51185784,126.9448489,서,있음,중앙난방,없음,"벽걸이형, 침대, 책상, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지","CCTV, 현관보안",노량진동,노량진1동,서울특별시 동작구 노량진1동
원룸,서울 광진구,군자동 352-9,서울 광진구 군자동 352-9,50,3000,9.0,19.83m²,1층,37.54933939,127.0693582,서,있음,개별난방,있음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션","인터폰, CCTV, 현관보안",군자동,군자동,서울특별시 광진구 군자동
원룸,서울 금천구,독산동 144-83,서울 금천구 독산동 144-83,40,100,7.0,19m²,4층,37.47649364,126.8971,북,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 세탁기, 싱크대, 인덕션, 전자레인지, TV","화재경보기, 인터폰, CCTV, 현관보안",독산동,독산1동,서울특별시 금천구 독산1동
원룸,서울 구로구,가리봉동 131-2,서울 구로구 가리봉동 131-2,35,1000,6.0,19.83m²,2층,37.48109483,126.8904962,서,있음,개별난방,없음,"벽걸이형, 옷장, 신발장, 냉장고, 싱크대, 인덕션, 전자레인지, TV, 붙박이장","화재경보기, 인터폰, 카드키, CCTV, 현관보안",가리봉동,가리봉동,서울특별시 구로구 가리봉동
투룸,서울 영등포구,영등포동 618-36,서울 영등포구 영등포동 618-36,60,5000,8.0,39.66m²,4층,37.51381256,126.9080814,남,있음,개별난방,없음,"천장형, 신발장, 세탁기, 싱크대, 인덕션, 붙박이장","화재경보기, 인터폰, CCTV, 현관보안",영등포동,영등포본동,서울특별시 영등포구 영등포본동
원룸,서울 성동구,용답동 54-11,서울 성동구 용답동 54-11,20,5000,5.0,19.83m²,2층,37.56402287,127.0521731,남동,있음,개별난방,있음,"벽걸이형, 냉장고, 세탁기, 싱크대, 인덕션, 사설경비","카드키, CCTV, 현관보안",용답동,용답동,서울특별시 성동구 용답동
