id,business_name,longitude,latitude,category
126,동묘역앞,127.015945,37.57192215,버스
127,청계2가교차로,126.9878779,37.5684809,버스
128,창신3동주민센터,127.015178,37.578413,버스
129,숭인1동주민센터.창신역4번출구,127.015462,37.578625,버스
130,동묘역.롯데캐슬천지인,127.0158024,37.57418005,버스
131,신설동로터리,127.022841,37.575695,버스
132,동묘앞,127.017524,37.573643,버스
133,구기동현대빌라,126.956622,37.609682,버스
134,광장시장,126.9977438,37.5694708,버스
135,혜화경찰서,126.9974788,37.57258074,버스
136,서울역사박물관.김구집무실(경교장),126.9721318,37.56990034,버스
137,청계3가.관수교,126.9937794,37.56868879,버스
138,청계6가.버들다리,127.0080377,37.56993039,버스
139,청계7가.맑은내다리,127.013093,37.57004,버스
140,청계8가.영도교,127.018128,37.570895,버스
141,원남동사거리,126.998113,37.575761,버스
142,숭인동,127.0204373,37.57427215,버스
143,조계사,126.9831609,37.57280034,버스
144,세종문화회관,126.977009,37.573222,버스
145,이화동(이화장),127.002955,37.576257,버스
146,상명대정문,126.9550207,37.60161972,버스
147,이북오도청,126.955973,37.612723,버스
148,경복궁역(효자로입구),126.974305,37.576715,버스
149,상명대입구.세검정교회,126.9597922,37.59944351,버스
150,상명대입구.석파랑,126.9581941,37.59957181,버스
151,종로중부새마을금고,127.0065911,37.57241749,버스
152,신설동로터리.신한은행앞.서울풍물시장,127.023192,37.574258,버스
153,청계2가.삼일교,126.986988,37.568344,버스
154,청계8가.황학교,127.022787,37.57213073,버스
155,평창동삼성아파트,126.978799,37.611179,버스
156,안국역.인사동,126.9855365,37.57633293,버스
157,안국역.서울공예박물관,126.984888,37.576413,버스
158,창덕궁,126.9890031,37.57722809,버스
159,남인사마당,126.9874286,37.57131917,버스
160,평창파출소,126.9668167,37.60568122,버스
161,삼청공원,126.9816469,37.58822768,버스
162,수성동계곡,126.964469,37.582082,버스
163,명륜3가종점,126.9928637,37.59094838,버스
164,명륜새마을금고,126.996798,37.587785,버스
165,서대문3번출구,126.966397,37.566336,버스
166,낙산공원,127.0087216,37.58040372,버스
167,인사미술공간.세탁소,126.9893671,37.58141098,버스
168,화정박물관,126.9648837,37.6048012,버스
169,금융연수원,126.981657,37.586641,버스
170,박노수미술관,126.9666035,37.58099674,버스
171,샘미용실,126.9932227,37.59030953,버스
172,서울국제고등학교,126.9972903,37.58907159,버스
173,화정박물관,126.9652008,37.60498061,버스
174,적십자병원후문앞,126.9652273,37.56752954,버스
175,서울성곽.성대후문,126.9896321,37.5892577,버스
176,빨래터.고희동미술관,126.989067,37.58299,버스
177,세검초등학교,126.9614908,37.60425228,버스
178,삼청동주민센터,126.9819072,37.58426383,버스
179,통인시장,126.968753,37.580468,버스
180,양현관,126.9936044,37.58979142,버스
181,국민생활관,126.998862,37.58974563,버스
182,오거리,126.9622629,37.60706212,버스
183,경희궁자이2.3단지,126.9640686,37.56878711,버스
184,창신쌍용2단지.한성대후문,127.0127581,37.5812648,버스
185,통일부,126.9859477,37.58759481,버스
186,원서고개,126.9878088,37.58308055,버스
187,종로5가입구.혜화경찰서,126.997681,37.571797,버스
188,삼청파출소,126.981251,37.58181366,버스
189,오거리.한옥마을입구,126.969561,37.579537,버스
190,명륜시장.성대후문,126.9952543,37.58851105,버스
191,혜화초등학교,126.9998517,37.58725323,버스
192,청련사입구,126.9624312,37.60798038,버스
193,영천시장,126.962735,37.570084,버스
194,명신초.삼선푸르지오.힐스테이트,127.0145563,37.58210621,버스
