id,road_address,business_name,longitude,latitude,category
52,"서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)",메가박스중앙 상암월드컵경기장지점,126.897273034482,37.5682884450841,영화관
53,"서울특별시 서대문구 성산로 527, 하늬솔빌딩 A동 B1층 (대신동)",필름포럼,126.944090214952,37.5637750959193,영화관
54,"서울특별시 서대문구 신촌로 129, 9층 (창천동, 아트레온)",CGV 신촌아트레온점,126.940328119434,37.5565639285478,영화관
55,서울특별시 서대문구 신촌역로 30 (신촌동),메가박스중앙 신촌지점,126.942386979371,37.5598241279561,영화관
56,"서울특별시 서대문구 연희로8길 18, 지하1층동 (연희동)",라이카시네마,126.930936157626,37.5651674709792,영화관
57,"서울특별시 서대문구 이화여대길 52 (대현동,이화캠퍼스복합단지 지하 4,5층)",아트하우스 모모-이화·KB 시네마,126.950288837762,37.5644645178259,영화관
58,"서울특별시 서초구 서초대로77길 3, 아라타워 9층 (서초동)",메가박스중앙 강남점,127.026504807476,37.4980609129976,영화관
59,"서울특별시 서초구 신반포로 176, 센트럴시티 지하1층 (반포동)",메가박스중앙 센트럴 더부티크,127.002413006799,37.5039351769908,영화관
60,"서울특별시 서초구 효령로 391, B2층 (서초동, 서초그랑자이)",CGV Salon 서초점,127.024591003338,37.4893225494193,영화관
61,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 5층 (행당동)",CGV 왕십리점,127.038394194396,37.5614417528647,영화관
62,"서울특별시 성동구 왕십리로 50, 메가박스 스퀘어 3층 (성수동1가)",메가박스중앙(주) 성수지점 더부티크 102호,127.044975552245,37.5419000229184,영화관
63,"서울특별시 성북구 동소문로 106, 11층 (동선동1가)","CGV 성신여대입구 2관 02-3415-6781, ",127.017088831326,37.5925747617089,영화관
64,서울특별시 성북구 아리랑로 82 (돈암동),아리랑시네센터(아리랑인디웨이브),127.013893650352,37.6001190917898,영화관
65,"서울특별시 송파구 송파대로 111, 하비오길동 호텔로202동 214호 (문정동, 파크하비오)",메가박스 송파파크하비오점(1관),127.124979804141,37.4796870553794,영화관
66,"서울특별시 송파구 올림픽로 300, 엔터테인먼트동 5~11층 (신천동, 롯데월드몰)",롯데시네마 월드타워점,127.104301829165,37.5137129859207,영화관
67,"서울특별시 송파구 충민로 66 (문정동, 가든파이브라이프영관 10층)",CGV 송파점,127.124961768886,37.4776148442516,영화관
68,"서울특별시 양천구 목동동로 257 (목동,현대백화점 지하2층)",메가박스중앙 더부티크목동현대백화점,126.874619136454,37.5273217750941,영화관
69,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 7층)",메가박스중앙 목동지점 COMFORT,126.875984665042,37.5292109947037,영화관
70,"서울특별시 영등포구 경인로 846, A동 7~9층 (영등포동, 롯데백화점 영등포점)",롯데시네마 영등포점,126.907665995469,37.5156680341198,영화관
71,"서울특별시 영등포구 국제금융로 10, B3층 (여의도동, IFC)",CGV 여의도점,126.924876706923,37.5251775245928,영화관
72,"서울특별시 영등포구 영중로 15, 6층 (영등포동4가, 타임스퀘어)",CGV 영등포점,126.903715993779,37.5172332566615,영화관
73,"서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)",씨지브이 용산아이파크몰,126.964741503485,37.5297718014452,영화관
74,서울특별시 은평구 녹번로 16  (녹번동),이동상영관,126.927901672834,37.6036996869964,영화관
75,"서울특별시 은평구 불광로 20, 13층 (대조동, 팜스퀘어)",CGV 불광점,126.928938477038,37.6097357749976,영화관
76,서울특별시 은평구 통일로 1050 (진관동),롯데시네마 은평점,126.917900261732,37.6375366740938,영화관
77,"서울특별시 종로구 경희궁1가길 7, 2층 (신문로2가, 복합문화공간에무)",에무 시네마,126.969011116977,37.572068922706,영화관
78,"서울특별시 종로구 대명길 28 (명륜2가,3층)",CGV 대학로점,126.999842630109,37.5834579529328,영화관
79,"서울특별시 종로구 돈화문로5가길 1 (돈의동,지하4층)",CGV 피카디리1958,126.991230294263,37.5710275098022,영화관
80,"서울특별시 종로구 삼일대로 428, 4층 (낙원동)",낭만극장,126.987902476529,37.5727635233966,영화관
81,"서울특별시 종로구 새문안로 68, 흥국생명빌딩 지하2층 (신문로1가)",씨네큐브 광화문점,126.972139469043,37.5696425113058,영화관
82,"서울특별시 중구 마른내로 41  (초동,초동빌딩3층)",시네아스트극장,126.992413746356,37.5645459184175,영화관
83,서울특별시 중구 마른내로 47  (초동),명보아트홀,126.993214191194,37.5647056236712,영화관
84,"서울특별시 중구 명동8나길 15  (충무로1가,캣츠빌딩)",씨큐엔(CQN) 명동,126.984115903127,37.5612633940942,영화관
85,"서울특별시 중구 명동길 14 (명동2가,아바타빌딩 8층)",CGV 명동점,126.98288772495,37.5634116488196,영화관
86,"서울특별시 중구 새문안로 22 (충정로1가, 문화일보)",청춘극장,126.968644839862,37.5671292085624,영화관
87,"서울특별시 중구 장충단로 247 (을지로6가,굿모닝시티)",지원엠엠시네마 동대문지점,127.007358177138,37.5668021171335,영화관
88,"서울특별시 중구 장충단로13길 20, 현대시티타워 10층 (을지로6가)",CGV 동대문,127.007666479829,37.568734553218,영화관
89,"서울특별시 중구 정동길 3, 경향신문사 2층 (정동)",서울아트시네마,126.969976113229,37.5681732680976,영화관
90,"서울특별시 중구 청파로 426 (봉래동2가,서울역)",KTX시네마,126.969512319976,37.5574468761736,영화관
91,서울특별시 중구 퇴계로 123  (충무로2가),인사이드시네마,126.985364301804,37.5612658980395,영화관
92,서울특별시 중구 퇴계로 123 (충무로2가),CGV 명동역 씨네라이브러리,126.985364301804,37.5612658980395,영화관
93,서울특별시 중구 퇴계로 211-5  (충무로4가),극동극장,126.995026731814,37.561929293405,영화관
94,서울특별시 중랑구 동일로 951 (묵동),롯데시네마 중랑점,127.076057076024,37.6151499459916,영화관
95,서울특별시 중랑구 망우로30길 3 (상봉동),메가박스중앙 상봉지점,127.0747508051,37.5930806702101,영화관
96,"서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)",CGV 상봉점,127.092177640813,37.5974066200134,영화관
97,서울특별시 종로구 대명길 9 (명륜4가),프리미엄pc방,127.000958936342,37.583376138945,PC방
98,"서울특별시 종로구 수표로 105, 2층 (종로2가, 육의전빌딩)",레벨업 PC방,126.989152966372,37.5705989139519,PC방
99,"서울특별시 종로구 성균관로 12, 유니지오 203.204호 (명륜2가)",레벨업 PC cafe,126.998153324962,37.583982677102,PC방
100,서울특별시 종로구 종로66길 13 (숭인동),사이버존PC방,127.022023632788,37.5742326927433,PC방
101,"서울특별시 종로구 우정국로2길 21, 대왕빌딩 지하1층 (관철동)",옵티멈존 PC카페 종각역점,126.984281413033,37.5697034972222,PC방
102,"서울특별시 종로구 종로 325, 글라스타워 지하1층 (창신동)",BONE pc방,127.013713331944,37.572752624919,PC방
103,"서울특별시 종로구 난계로29길 55, 숭인동 청년주택 2층 (숭인동)",신설PC,127.020174307033,37.5735851179002,PC방
104,"서울특별시 종로구 종로 191, 2층 (종로4가)",행운PC,126.999002281266,37.5711020733218,PC방
105,"서울특별시 종로구 진흥로 456, 2층 (구기동)",덤프pc,126.958441783525,37.6068720018317,PC방
106,"서울특별시 종로구 돈화문로11길 23, 지하1층 (돈의동)",탑 플레이스,126.990100870009,37.5723246733308,PC방
107,"서울특별시 종로구 종로 66, 대한성서공회 종로회관 3층 (종로2가)",포탈 스페이스,126.984705397841,37.5699156472384,PC방
108,"서울특별시 종로구 종로14길 19, 예지빌딩 4층 (관철동)",옵티멈존PC카페 종각2호점,126.987054345753,37.5690689023223,PC방
109,"서울특별시 종로구 삼일대로17길 19, 원산빌딩 2층 (관철동)",아이센스리그PC 종각점,126.986332282651,37.5690623337682,PC방
110,"서울특별시 종로구 종로 308-1, 3층 (창신동)",우림게임장 PC,127.012048006993,37.5717611714478,PC방
111,서울특별시 종로구 창신길 49 (창신동),프렌즈PC방,127.010446207148,37.5738518126169,PC방
112,"서울특별시 종로구 자하문로2길 4 (적선동, 경복빌딩)",제노PC방,126.972859321085,37.576377886406,PC방
113,"서울특별시 종로구 성균관로 58, 청암빌딩 지하1층 (명륜1가)",에이플 PC CAFE,126.996872117628,37.5878579110221,PC방
114,"서울특별시 종로구 창경궁로 236 (명륜4가, 이화빌딩)",스틸시리즈 PC방(steelseries PC),126.998834230134,37.5826436294265,PC방
115,"서울특별시 종로구 진흥로 461, 지하1층 (구기동)",욜로PC,126.959553747038,37.6069647396025,PC방
116,"서울특별시 종로구 종로 383, 2층 (숭인동)",장동민의 옹PC,127.019838583294,37.5745510412021,PC방
117,"서울특별시 종로구 종로66길 13, 2층 (숭인동)",피시스토리,127.022023632788,37.5742326927433,PC방
118,서울특별시 종로구 통일로 252 (무악동),도깨비 pc방,126.957832225139,37.5748334953191,PC방
119,"서울특별시 종로구 종로 335, 지하1층 (창신동)",잇츠PC,127.0148243418,37.5731036083714,PC방
120,"서울특별시 종로구 창경궁로 234, 동화빌딩 (명륜4가)",ESC PC,126.998527082015,37.5824983858422,PC방
121,"서울특별시 중구 장충단로13길 7, 3층 (을지로6가)",긱스타PC카페,127.008181175525,37.5677456759075,PC방
122,"서울특별시 중구 다산로36길 53, 지하1층 (신당동)",제로백 신당점 주식회사,127.017847531193,37.5615295383478,PC방
123,"서울특별시 중구 마장로 99, 2층 (황학동)",메가PC,127.020843801082,37.5683927461518,PC방
124,"서울특별시 중구 마른내로2길 15-9, 1층 (초동)",판도라PC,126.992617007276,37.5636335824284,PC방
125,"서울특별시 중구 난계로 185, 2층 (황학동)",3POP 플러스 PC CAFE,127.023246616858,37.5682512916508,PC방
126,"서울특별시 중구 동호로 196 (신당동,지층)",THE REDS PC방,127.010372365931,37.5556464697381,PC방
127,"서울특별시 중구 다산로 156 (신당동,지상 3층)",W 피씨방,127.012459378311,37.557547102304,PC방
128,서울특별시 중구 퇴계로 42-2 (남창동),남문PC,126.977653922122,37.5577156632633,PC방
129,"서울특별시 중구 중림로 10, 3층 302호 (중림동, 중림동 삼성 사이버 빌리지)",3POP PC방,126.964320892997,37.5589266608979,PC방
130,"서울특별시 중구 다산로44길 53, 삼원상가 지하1층 (신당동)",탑클래스 PC방,127.019933228916,37.5652386068881,PC방
131,서울특별시 중구 남대문로 8-4 (남대문로4가),남문 피씨,126.976849394699,37.5604922911168,PC방
132,"서울특별시 중구 다산로 112, 담스빌딩 지하1층 (신당동)",콤마PC카페약수점,127.010377766718,37.5537867198009,PC방
133,"서울특별시 중구 다산로44길 16, 1층 (신당동)",둥이PC방,127.017855686798,37.564876288419,PC방
134,"서울특별시 중구 서애로1길 11, 지하층 B201호 (충무로5가)",E-SPOrtS Arena,126.998598237823,37.561326262637,PC방
135,"서울특별시 중구 다산로42길 17, 신당밧데리 (신당동)",놀이터 PC,127.017248085681,37.5648330408316,PC방
136,"서울특별시 중구 퇴계로 216, 행복빌딩 지하층 (충무로4가)",GEEK STAR PC CAFE (긱스타 피시 카페),126.995801162333,37.5613712461329,PC방
137,"서울특별시 중구 다산로 132, 우봉빌딩 3층 (신당동)",1프로 pc 아레나,127.01138242008,37.5555099656473,PC방
